Id salarie	Date de naissance	Date dembauche	Salaire	
666	15/04/1988	16/04/2006	4635920	
667	21/12/1982	27/07/2010	9338324	
668	14/05/1970	29/11/2001	7261249	
669	15/10/1979	12/07/2006	3746208	
670	18/04/1988	19/04/2006	5621187	
671	31/12/1979	14/06/2012	4212210	
672	05/06/1983	03/11/2014	8312307	
673	10/03/1976	17/04/2007	4425739	
674	10/11/1969	15/12/1998	5204987	
675	05/06/1972	12/11/2010	3808502	
676	05/10/1973	15/10/2000	8022507	
677	16/12/1989	16/12/2007	6878762	
678	02/06/1974	03/05/1997	4506094	
679	19/06/1970	28/04/2004	3795288	
680	31/05/1964	23/01/2005	6728396	
681	10/05/1974	21/05/1999	6893483	
682	20/11/1982	22/08/2001	3617894	
683	02/03/1971	12/05/2006	9526207	
684	03/09/1982	22/05/2002	7256757	
685	15/01/1984	21/10/2004	5021783	
686	18/11/1965	31/03/1992	6014629	
687	08/12/1979	12/08/2000	7071694	
688	24/02/1965	19/04/1993	5080856	
689	06/12/1983	26/09/2003	8360464	
690	29/08/1967	19/06/2010	6457651	
691	23/10/1984	23/10/2002	7750230	
692	11/08/1966	29/10/2009	3976694	
693	10/11/1988	11/11/2006	3832499	
694	25/10/1980	25/10/1998	4401673	
695	19/06/1964	25/08/1990	4159593	
696	18/07/1970	07/07/2002	9179257	
697	23/12/1966	28/05/2000	4968284	
698	05/10/1989	06/10/2007	6901015	
699	25/12/1983	24/12/2001	5708109	
700	02/07/1976	16/08/1999	4038764	
701	11/11/1965	15/07/2008	4186885	
702	23/11/1966	30/06/1991	9015859	
703	09/05/1973	15/09/2001	3645900	
704	02/03/1986	17/02/2008	6176920	
705	08/06/1975	06/12/1996	4577293	
706	01/08/1983	04/09/2006	5718494	
707	09/10/1971	18/05/2000	9596134	
708	11/03/1969	22/06/1991	5143162	
709	03/08/1986	02/08/2004	5179669	
710	03/11/1976	21/01/1997	5299571	
711	15/08/1973	21/04/2001	5586277	
712	08/10/1970	26/10/2007	9570914	
713	02/08/1975	17/05/2014	5766595	
714	21/10/1981	29/07/2003	8274346	
715	07/04/1970	10/05/2000	9579342	
716	16/12/1982	18/05/2006	5833833	
717	12/03/1976	25/03/2008	7124326	
718	02/12/1965	14/10/1996	5788940	
719	16/07/1971	27/11/1994	4505139	
720	08/10/1984	15/07/2007	8202060	
721	01/08/1969	10/07/2017	6834040	
722	27/11/1966	21/09/1997	9526579	
723	12/01/1980	31/08/2015	6791524	
724	29/12/1988	29/12/2006	8498472	
725	14/12/1969	15/04/2011	8553084	
726	14/06/1967	22/04/1996	5113850	
727	05/02/1972	21/12/2011	4395651	
728	07/10/1987	27/07/2007	5254929	
729	07/12/1981	11/08/2012	8796229	
730	30/08/1965	22/05/2002	9026950	
731	14/08/1966	30/03/2009	4335219	
732	29/11/1985	29/11/2003	4368526	
733	24/09/1964	04/05/2015	9216919	
734	16/04/1971	18/01/2006	6997934	
735	11/07/1965	27/03/2008	3719725	
736	06/01/1987	27/06/2016	9257841	
737	02/01/1965	06/06/2005	6388516	
738	25/08/1981	09/09/2014	7920967	
739	23/01/1982	14/11/2016	4281715	
740	02/04/1986	05/05/2014	6519188	
741	10/07/1986	09/07/2004	7085557	
742	07/05/1964	13/05/1999	9258574	
743	18/10/1967	09/05/1991	4408027	
744	16/12/1969	14/04/2009	7082865	
745	12/07/1974	17/04/2015	9065000	
746	24/09/1981	27/08/2001	5947888	
747	21/05/1989	21/05/2007	4671051	
748	22/12/1975	02/10/2008	4869405	
749	29/11/1968	01/06/2006	7347475	
750	31/01/1971	26/03/2010	6806903	
751	07/02/1980	29/11/2006	8859971	
752	14/09/1971	23/02/1997	8945823	
753	31/01/1967	31/03/2005	7998533	
754	31/07/1963	03/12/1997	4440721	
755	03/02/1984	02/02/2002	8512018	
756	15/12/1981	16/12/1999	5181872	
757	11/08/1982	09/10/2006	7409899	
758	29/12/1985	24/08/2007	6647805	
759	20/05/1975	02/11/2012	4943720	
760	10/07/1980	07/07/2013	9406285	
761	15/08/1975	10/09/2007	9080718	
762	25/02/1969	12/01/2008	9326224	
763	31/08/1980	31/08/1998	8782152	
764	03/07/1977	04/07/1995	8063033	
765	05/12/1978	13/11/2006	5898807	
766	18/02/1987	18/02/2005	6879911	
767	20/10/1965	31/12/2004	4996188	
768	19/05/1978	12/05/2016	8367571	
769	11/12/1987	10/12/2005	5921906	
770	20/03/1963	18/06/1992	4124905	
771	01/02/1972	06/06/1991	9427745	
772	04/11/1976	23/12/2003	5963085	
773	15/04/1965	08/10/2015	5658925	
774	05/08/1976	05/08/2015	5695605	
775	07/04/1989	07/04/2007	6823040	
776	22/05/1981	28/10/2013	8076750	
777	20/03/1987	19/03/2005	6851197	
778	28/10/1981	28/10/1999	6951020	
779	22/04/1970	10/01/2001	4363835	
780	16/08/1967	02/12/1999	4175973	
781	20/09/1964	17/03/2007	4753728	
782	08/01/1967	05/01/2016	4381019	
783	28/11/1987	03/08/2009	8698689	
784	07/05/1972	01/06/1994	4124645	
785	17/06/1965	15/08/2016	7916445	
786	30/10/1983	13/06/2008	7512579	
787	08/10/1965	13/05/2010	4474210	
788	28/05/1978	25/08/2001	5839392	
789	15/05/1975	17/04/2017	5465445	
790	08/02/1968	30/08/2010	4316037	
791	09/08/1983	09/08/2001	6366300	
792	24/03/1968	20/10/1996	6445824	
793	24/01/1964	15/06/2007	7884250	
794	21/05/1972	24/11/2005	6111339	
795	27/11/1967	19/10/2006	4611410	
796	09/03/1984	10/03/2002	8934787	
797	25/12/1983	25/12/2001	5295051	
798	30/01/1973	11/07/1992	3974290	
799	17/06/1983	17/06/2001	8037787	
800	31/08/1979	10/02/2012	6318609	
801	09/04/1979	28/09/1998	5239964	
802	10/06/1981	10/06/1999	4642807	
803	14/08/1964	18/09/1994	4596725	
804	17/11/1973	09/08/2006	9287354	
805	03/06/1979	03/06/1997	5962273	
806	27/03/1972	03/04/2001	7923163	
807	24/04/1966	23/12/2009	7393814	
808	20/06/1970	19/11/1997	9365069	
809	04/09/1975	23/04/2006	7187688	
810	27/03/1981	19/09/2003	9596242	
811	22/10/1989	13/06/2009	6220192	
812	24/10/1963	11/03/1998	9566037	
813	25/02/1966	19/07/1990	4405588	
814	25/05/1966	20/07/1997	5823787	
815	28/03/1977	22/10/2003	4583794	
816	14/02/1979	12/09/2003	8551025	
817	29/09/1980	19/08/2017	8650274	
818	24/10/1972	07/10/1998	5054651	
819	08/11/1974	07/11/1992	4240602	
820	01/04/1984	01/04/2002	4283533	
821	04/10/1977	04/10/1995	7782221	
822	10/06/1980	12/09/2016	5431046	
823	17/01/1979	15/07/2012	9225893	
824	13/04/1970	14/08/2017	5186047	
825	20/04/1963	16/10/2005	7269324	
826	08/07/1974	16/05/1993	3694793	
827	11/02/1978	14/11/1996	7385493	
828	11/11/1984	29/01/2010	6796287	
829	04/06/1982	04/06/2003	6468151	
830	17/10/1968	18/01/2015	5593572	
831	12/10/1973	19/08/2000	7407023	
832	11/04/1983	06/02/2008	5923456	
833	07/01/1982	08/01/2000	6405190	
834	23/06/1981	26/04/2014	7787174	
835	12/06/1982	22/08/2013	5351154	
836	05/04/1983	19/08/2012	4304493	
837	13/06/1977	13/06/1995	7058102	
838	05/12/1963	10/08/1995	5253748	
839	21/03/1989	19/05/2012	6682850	
840	07/08/1983	06/08/2001	7760321	
841	11/12/1982	11/02/2012	6136972	
842	15/02/1979	17/06/2002	6196053	
843	03/09/1989	04/09/2007	7802624	
844	14/06/1970	22/12/1993	8852098	
845	27/09/1975	27/09/1993	5365552	
846	10/11/1981	11/11/1999	6447708	
847	15/05/1984	16/05/2002	9077786	
848	03/06/1984	04/06/2002	7037464	
849	20/12/1974	04/03/2002	6262522	
850	11/09/1983	10/09/2001	7379438	
851	13/02/1980	18/01/2010	5373693	
852	23/05/1978	23/04/2011	6326796	
853	23/04/1965	18/03/2003	7422728	
854	27/08/1981	07/03/2009	5305333	
855	27/12/1970	10/02/2013	8084997	
856	03/02/1979	03/02/1997	8439454	
857	11/05/1989	11/05/2007	9298442	
858	14/09/1974	02/10/1995	6389087	
859	30/01/1980	21/03/2010	8666899	
860	10/06/1985	28/06/2011	7460033	
861	14/10/1976	29/03/1996	8480606	
862	04/12/1986	19/05/2016	7050256	
863	17/01/1973	31/03/2001	3666396	
864	14/08/1981	08/09/2008	3994611	
865	23/03/1985	24/03/2003	5480084	
866	26/06/1989	26/06/2007	5870506	
867	07/05/1967	17/03/2007	9253532	
868	22/11/1983	20/06/2012	8827004	
869	26/11/1988	27/11/2006	8008912	
870	30/04/1964	27/12/2009	4999861	
871	07/04/1986	06/05/2011	5252647	
872	10/03/1986	04/10/2005	6075007	
873	18/01/1971	02/05/2007	5761548	
874	25/08/1974	19/10/2014	7062955	
875	07/09/1965	14/12/2004	6673630	
876	12/06/1966	04/08/2005	7846654	
877	03/01/1969	07/02/1992	6696123	
878	27/01/1972	02/01/2017	7565280	
879	03/08/1964	10/04/1998	4743165	
880	29/08/1980	30/08/1998	8396461	
881	01/03/1964	18/01/1992	8815687	
882	13/08/1988	14/08/2006	6799440	
883	07/05/1977	30/06/1996	5435983	
884	27/09/1966	20/06/1997	5781679	
885	21/07/1967	21/04/1994	9449465	
886	28/05/1984	28/05/2002	5251397	
887	16/09/1968	21/09/1996	9506113	
888	24/01/1987	24/01/2005	7018544	
889	08/04/1977	06/09/2001	4034103	
890	07/02/1972	02/06/2010	6506720	
891	31/07/1969	02/11/2005	6018130	
892	29/10/1964	08/01/1996	4738525	
893	07/08/1969	10/03/2005	4394916	
894	17/02/1986	12/11/2007	3656843	
895	16/07/1963	02/08/1995	9378405	
896	07/02/1967	29/04/1990	9344576	
897	01/12/1977	25/05/2005	4527145	
898	13/08/1977	13/08/1995	9205303	
899	06/02/1969	30/03/1990	7866359	
900	06/09/1981	06/09/1999	4667385	
901	27/04/1989	27/04/2007	7877202	
902	03/02/1986	04/02/2004	8474001	
903	25/09/1966	27/09/2007	3665706	
904	24/08/1970	19/05/2010	7121627	
905	09/01/1983	11/10/2013	8123918	
906	17/12/1966	15/03/2010	4509446	
907	14/08/1967	13/10/1993	6395710	
908	12/09/1984	13/09/2002	6362207	
909	01/07/1975	06/02/1998	7459798	
910	07/09/1976	08/09/1994	4489006	
911	06/03/1981	08/04/2000	4142430	
912	30/03/1987	04/09/2007	9440517	
913	11/05/1964	24/01/2009	6372271	
914	30/09/1986	17/09/2017	7627157	
915	29/04/1989	29/04/2007	7989972	
916	15/03/1982	29/11/2004	8460684	
917	08/01/1987	08/01/2005	6924933	
918	07/05/1974	02/11/1998	6581738	
919	30/06/1981	30/06/1999	8051740	
920	10/08/1986	24/11/2013	3735818	
921	23/01/1970	09/12/2014	5538806	
922	13/11/1965	04/11/2006	8360194	
923	25/05/1969	24/07/1998	9001684	
924	04/12/1982	25/11/2009	4444263	
925	24/05/1963	16/03/2010	5273582	
926	25/01/1979	03/11/2000	8725831	
927	16/07/1981	07/06/2012	7105552	
928	17/02/1986	14/03/2013	6785848	
929	15/02/1976	21/10/1998	5608875	
930	11/01/1972	12/02/2006	4104065	
931	30/06/1983	30/06/2005	4752136	
932	16/07/1982	01/01/2011	3638138	
933	23/03/1981	09/04/2017	5725472	
934	17/11/1987	17/11/2005	4988669	
935	26/11/1966	08/06/2002	8484527	
936	18/05/1983	21/12/2011	7712680	
937	23/11/1980	24/11/1998	9286580	
938	22/03/1982	20/12/2013	8848027	
939	05/04/1964	17/01/2015	4531365	
940	13/02/1977	08/01/2010	4211255	
941	24/09/1970	19/02/1990	6719080	
942	11/05/1981	12/05/1999	4531383	
943	30/05/1989	31/05/2007	7838082	
944	28/07/1969	22/12/1996	6982132	
945	03/08/1964	18/04/1991	6994772	
946	27/03/1977	10/09/2012	8175089	
947	29/10/1984	01/10/2016	4598161	
948	05/09/1976	17/02/1996	8176310	
949	30/03/1972	08/01/2012	4911631	
950	20/02/1964	12/10/1990	4608857	
951	15/08/1964	17/04/2000	4284380	
952	15/02/1970	20/02/2005	7403775	
953	11/10/1983	06/05/2002	3875053	
954	28/02/1982	26/04/2010	4262008	
955	24/04/1975	21/03/2003	9180064	
956	23/08/1964	18/08/2015	6389747	
957	14/09/1987	13/09/2005	4179103	
958	23/05/1978	26/08/2006	5569723	
959	30/04/1982	30/04/2000	9410334	
960	10/02/1977	05/12/1997	5130930	
961	18/11/1968	29/03/1996	4787773	
962	19/11/1971	25/09/1998	6879291	
963	21/04/1979	18/12/2011	9473361	
964	13/05/1965	04/07/1990	5551762	
965	24/02/1967	03/02/2010	6616223	
966	04/05/1982	26/07/2007	7856364	
967	22/01/1969	22/04/1996	8271610	
968	13/10/1989	21/11/2014	4660666	
969	13/09/1980	31/12/2007	5312036	
970	01/08/1965	26/07/1995	6391198	
971	23/05/1978	29/10/1999	4643093	
972	12/08/1976	24/07/2011	7206300	
973	30/03/1984	23/12/2003	9536466	
974	01/10/1971	11/05/1994	9004913	
975	30/07/1971	23/03/1990	4392621	
976	21/01/1974	08/03/1992	3833805	
977	18/11/1980	15/05/2016	6745691	
978	29/03/1986	29/03/2004	6755735	
979	22/08/1986	22/08/2004	4823049	
980	31/01/1983	10/05/2017	4741057	
981	03/10/1979	06/07/1998	8472060	
982	08/06/1966	13/07/2014	6645253	
983	17/05/1981	17/05/1999	4766531	
984	10/01/1984	09/01/2002	8834916	
985	07/06/1980	16/08/2013	7105342	
986	17/02/1966	26/04/1990	4524661	
987	07/02/1983	21/09/2006	4115767	
988	21/11/1969	07/08/2003	4387477	
989	21/01/1964	05/12/2011	6173980	
990	04/10/1969	19/09/2008	7501016	
991	10/03/1975	28/06/2005	4855254	
992	14/06/1986	15/09/2004	7192320	
993	21/03/1972	07/08/1991	4126339	
994	30/04/1976	16/08/1998	3843483	
995	24/04/1979	24/04/1997	7592536	
996	26/01/1963	06/03/2009	4220757	
997	17/08/1976	26/02/2013	3611954	
998	18/02/1982	18/02/2000	6389586	
999	25/06/1982	24/06/2000	9589454	
1000	11/04/1982	10/04/2000	6778086	
1001	21/06/1971	24/06/2011	4262784	
1002	15/03/1970	15/03/2008	7451459	
1003	16/10/1978	15/10/1996	4293396	
1004	01/02/1989	01/02/2007	9159841	
1005	27/07/1964	21/08/1991	8974458	
1006	05/07/1987	07/10/2012	7222095	
1007	14/12/1963	05/11/2007	6368546	
1008	06/02/1966	30/08/1997	8808037	
1009	10/04/1975	10/06/1994	7687529	
1010	01/12/1985	26/10/2011	7681597	
1011	17/07/1963	12/08/2003	6227136	
1012	26/04/1980	28/02/2003	3967425	
1013	31/01/1985	31/01/2003	4668719	
1014	21/11/1966	06/09/1997	8003426	
1015	13/01/1987	12/01/2005	4060694	
1016	17/09/1966	06/07/2002	4841740	
1017	26/01/1976	03/10/2014	5292174	
1018	09/12/1970	19/01/2000	7460654	
1019	21/07/1988	22/07/2006	9371294	
1020	26/07/1977	27/07/1995	4249953	
1021	26/12/1975	03/06/1996	4320713	
1022	29/10/1965	21/06/1990	3832212	
1023	25/05/1969	12/05/2011	6002810	
1024	22/07/1979	23/12/2009	3782518	
1025	03/03/1975	08/09/2006	5687073	
1026	11/07/1984	03/03/2003	5309139	
1027	20/04/1979	13/01/2002	8672160	
1028	24/07/1981	04/08/2001	5457623	
1029	10/03/1985	27/05/2006	7775166	
1030	30/11/1972	22/08/1997	7900835	
1031	12/06/1989	25/12/2012	7000561	
1032	04/04/1980	30/03/2014	4877440	
1033	26/03/1969	03/10/2001	8201325	
1034	27/03/1968	09/06/1993	4341310	
1035	29/03/1988	29/03/2006	7044773	
1036	12/06/1966	19/03/1993	3884378	
1037	27/03/1968	19/10/2016	4095556	
1038	19/04/1987	19/04/2005	6495429	
1039	26/10/1975	15/03/1995	8328358	
1040	11/02/1965	09/10/2017	6717327	
1041	15/10/1963	23/02/2003	5882784	
1042	05/06/1975	24/09/2010	9265173	
1043	24/04/1965	03/03/1997	6372922	
1044	16/04/1974	13/10/1999	5667914	
1045	06/10/1963	10/12/1993	4564108	
1046	01/03/1978	28/05/2007	3995877	
1047	18/11/1963	08/12/1997	8729368	
1048	04/08/1964	14/05/2017	4236748	
1049	19/09/1986	18/09/2004	6498050	
1050	27/09/1968	25/12/2008	5382487	
1051	13/06/1987	07/10/2013	4509146	
1052	01/08/1966	23/07/1999	5789676	
1053	08/01/1972	22/05/2008	3681800	
1054	02/04/1979	02/04/1997	7875810	
1055	29/03/1974	25/04/2015	7415503	
1056	31/10/1975	30/10/1993	3714025	
1057	04/10/1966	25/06/2007	5532475	
1058	18/08/1968	01/10/2009	9588760	
1059	19/01/1975	19/04/2015	4274734	
1060	27/09/1972	24/12/2013	9074860	
1061	14/05/1968	04/09/1997	6168358	
1062	06/05/1967	16/06/2007	7702612	
1063	29/03/1972	13/08/2009	7067428	
1064	20/02/1976	20/02/1994	7771228	
1065	08/01/1963	23/08/2000	7190160	
1066	04/11/1985	26/06/2004	7373250	
1067	10/07/1975	27/03/1995	4459725	
1068	05/08/1968	20/12/2009	9192411	
1069	10/10/1970	30/07/2003	5962259	
1070	09/10/1983	10/01/2003	8137416	
1071	16/06/1989	28/12/2008	4834557	
1072	03/07/1963	18/01/2001	6374176	
1073	17/06/1989	18/06/2008	9393957	
1074	30/11/1980	01/12/1998	3818964	
1075	27/09/1987	27/09/2005	8822908	
1076	26/11/1970	16/08/1997	3655024	
1077	27/04/1972	31/08/1990	7220728	
1078	29/11/1985	29/11/2003	7935105	
1079	12/03/1975	01/10/2009	7335054	
1080	27/01/1970	26/12/1992	3832440	
1081	27/05/1974	26/05/1992	6785468	
1082	09/09/1985	04/07/2014	8602660	
1083	25/07/1975	24/07/1993	5091822	
1084	04/11/1969	08/04/2016	8819144	
1085	10/09/1981	07/11/1999	9319744	
1086	08/09/1968	21/03/1994	8944311	
1087	31/12/1971	23/04/1990	3655833	
1088	06/09/1967	14/07/2005	3799341	
1089	09/01/1963	18/10/2015	5725044	
1090	19/10/1981	03/10/2015	8994846	
1091	06/05/1989	06/05/2007	3962756	
1092	08/07/1969	31/10/2008	8884968	
1093	09/09/1982	09/09/2000	3854031	
1094	27/01/1978	09/01/2005	7107417	
1095	23/02/1967	29/11/2008	4352558	
1096	28/04/1989	04/06/2015	6271949	
1097	11/11/1968	11/01/2002	9291787	
1098	05/03/1968	22/10/2010	8859780	
1099	02/06/1963	20/04/2010	6100750	
1100	11/06/1974	20/04/2003	6896440	
1101	19/09/1974	23/08/2015	7637067	
1102	02/08/1989	02/08/2007	7460556	
1103	25/02/1987	24/02/2005	8449643	
1104	01/09/1980	05/09/2007	4591083	
1105	29/04/1987	28/04/2005	8283548	
1106	20/07/1974	02/03/1994	7655470	
1107	05/08/1972	08/11/2002	5139592	
1108	25/01/1976	02/01/2015	3741255	
1109	17/04/1986	16/04/2004	5701079	
1110	15/10/1975	09/05/2012	9133610	
1111	04/04/1976	15/09/2010	6440252	
1112	25/07/1975	23/06/2017	6441315	
1113	28/02/1982	11/11/2007	8216930	
1114	11/12/1966	29/12/2013	9433673	
1115	06/09/1975	03/10/1998	8681822	
1116	04/04/1966	04/10/2004	7150859	
1117	15/07/1980	27/07/2006	8297042	
1118	17/10/1973	25/12/2010	8350213	
1119	14/12/1971	18/01/1993	7286300	
1120	07/07/1974	16/07/2004	6850965	
1121	29/12/1979	28/12/1997	8327282	
1122	09/03/1969	24/08/1990	7839897	
1123	18/12/1963	06/11/2012	5298728	
1124	17/10/1977	20/06/2004	4700447	
1125	09/09/1976	20/09/2005	5894684	
1126	05/10/1963	07/09/2001	7427748	
1127	11/06/1983	30/09/2011	5418449	
1128	20/03/1985	01/09/2006	9192103	
1129	18/10/1975	24/10/1999	4568708	
1130	23/05/1968	15/10/2009	7113400	
1131	15/09/1974	16/03/2007	9530350	
1132	23/11/1989	24/11/2007	8808965	
1133	06/08/1982	07/01/2005	8182481	
1134	25/05/1963	06/07/1997	5777347	
1135	07/03/1978	18/09/2007	7736115	
1136	08/01/1982	10/02/2014	4180549	
1137	29/05/1973	05/06/2012	4614058	
1138	25/06/1982	16/05/2001	7087191	
1139	01/09/1969	22/09/2016	4885476	
1140	08/09/1968	31/05/2014	5739107	
1141	16/03/1981	17/03/1999	5067660	
1142	14/06/1987	14/06/2005	8903893	
1143	09/05/1976	05/09/2001	6607462	
1144	18/06/1973	16/06/2011	8875874	
1145	09/01/1972	30/01/1991	6854934	
1146	30/08/1965	01/11/2004	6188025	
1147	03/08/1983	02/08/2001	6841647	
1148	22/09/1988	06/04/2011	6597320	
1149	31/01/1971	26/06/2008	5676197	
1150	23/03/1980	23/03/1998	7406019	
1151	19/05/1983	18/05/2001	6869403	
1152	27/09/1988	27/09/2006	3681398	
1153	12/09/1979	19/08/2002	9401688	
1154	13/12/1983	22/07/2015	4436413	
1155	07/09/1975	20/11/1998	5845149	
1156	25/06/1976	26/06/1994	8333798	
1157	26/11/1979	11/04/2010	5352818	
1158	24/01/1964	12/10/2008	3976107	
1159	29/05/1976	29/05/1994	4827602	
1160	24/03/1983	24/03/2001	7344191	
1161	05/11/1972	19/10/2015	7083421	
1162	25/08/1985	26/08/2003	6446610	
1163	03/03/1978	10/10/2000	6311024	
1164	10/11/1966	20/12/1992	8742486	
1165	09/12/1969	23/06/2007	6661001	
1166	10/11/1971	23/03/2014	4400291	
1167	30/10/1971	22/05/1994	9256474	
1168	20/12/1986	19/12/2004	7955074	
1169	28/09/1963	11/11/1998	6447985	
1170	12/11/1976	01/06/2015	6426626	
1171	26/09/1974	25/09/1992	5623060	
1172	02/09/1981	03/03/2014	9461081	
1173	05/08/1986	02/04/2015	4382971	
1174	22/07/1979	12/06/2008	8558453	
1175	05/10/1984	15/06/2011	8399183	
1176	08/03/1983	15/03/2007	7948617	
1177	08/01/1987	15/05/2017	4761981	
1178	30/12/1980	29/04/2012	9178218	
1179	21/01/1968	01/08/1996	9133795	
1180	27/02/1989	27/02/2007	6971027	
1181	10/11/1982	12/06/2013	6519706	
1182	20/08/1973	21/08/1991	7424226	
1183	25/07/1988	25/07/2006	8967643	
1184	05/10/1975	29/11/1998	9103140	
1185	03/03/1978	09/11/1996	5010761	
1186	31/03/1971	13/02/2004	9096893	
1187	17/04/1966	14/03/1996	9164520	
1188	27/06/1971	17/07/2015	7597519	
1189	07/11/1967	09/05/2016	7290932	
1190	19/08/1964	26/09/2009	4064993	
1191	30/04/1982	08/08/2003	9142517	
1192	04/10/1975	04/10/1993	9540713	
1193	18/01/1976	19/12/2015	6898427	
1194	06/02/1965	07/03/2003	5171910	
1195	04/08/1969	04/11/2005	6005272	
1196	28/03/1965	11/01/1998	6509504	
1197	14/04/1966	12/12/2002	8135126	
1198	19/08/1973	16/03/2003	4641887	
1199	16/05/1977	27/12/2010	7573220	
1200	30/11/1987	01/12/2015	6727157	
1201	12/05/1974	24/04/2013	3847830	
1202	10/11/1983	05/10/2005	3986277	
1203	01/08/1983	31/07/2001	4914842	
1204	02/12/1966	05/09/2004	8719675	
1205	27/12/1977	26/07/2014	8709513	
1206	03/10/1964	27/01/2014	9409790	
1207	06/10/1983	27/12/2012	6377916	
1208	16/02/1970	27/01/2009	6472043	
1209	07/03/1989	08/03/2007	4000571	
1210	08/02/1985	07/12/2005	4716750	
1211	15/11/1978	14/06/2016	7120768	
1212	17/06/1973	02/01/2012	8084480	
1213	26/05/1964	22/05/2001	3890071	
1214	07/09/1966	01/09/2005	3717336	
1215	15/10/1969	21/12/2008	8143519	
1216	24/12/1981	30/12/2002	7928690	
1217	10/06/1964	03/02/2002	9217003	
1218	24/03/1984	19/07/2009	8133839	
1219	27/07/1985	28/07/2003	6819339	
1220	16/09/1968	14/10/2011	8304112	
1221	26/01/1970	20/11/2003	4771527	
1222	18/02/1978	23/11/2015	9006907	
1223	25/06/1983	24/06/2001	6925693	
1224	21/03/1982	20/03/2000	6594168	
1225	06/06/1974	17/03/1994	6076226	
1226	27/11/1986	27/11/2004	7601800	
1227	02/10/1971	29/04/2009	6175595	
1228	10/12/1963	10/02/1997	7922517	
1229	26/02/1974	14/04/1999	5667356	
1230	16/05/1981	16/09/2003	7814636	
1231	05/02/1977	21/07/2002	9248853	
1232	06/04/1977	06/04/1995	9309299	
1233	17/04/1967	04/11/1993	4876093	
1234	15/08/1975	15/09/1997	4078642	
1235	25/12/1964	09/04/2001	6323324	
1236	06/05/1984	04/04/2004	9327391	
1237	01/12/1984	02/12/2002	5109786	
1238	19/09/1982	28/08/2002	6770405	
1239	22/08/1982	28/02/2007	7106161	
1240	14/09/1980	15/09/1998	7258652	
1241	17/07/1967	22/03/2007	6633205	
1242	22/02/1977	16/12/2010	9116122	
1243	26/10/1984	26/03/2014	4365065	
1244	16/07/1974	20/12/2014	3750179	
1245	27/03/1972	30/01/2008	8849792	
1246	10/01/1972	02/04/1995	9597848	
1247	02/05/1963	03/11/1991	4959533	
1248	22/10/1972	11/03/2008	8970548	
1249	17/07/1981	23/03/2012	6082913	
1250	21/01/1968	25/04/2001	5859749	
1251	18/04/1975	29/03/2000	8372108	
1252	23/01/1974	06/05/1998	4266075	
1253	04/02/1989	22/08/2008	8857102	
1254	19/03/1963	04/09/2010	8114348	
1255	23/02/1989	24/02/2007	4739631	
1256	05/01/1968	07/02/2011	7317057	
1257	09/01/1984	09/01/2002	6679319	
1258	21/03/1969	20/08/1991	6048779	
1259	06/06/1980	06/06/1998	4384491	
1260	14/11/1968	16/07/2008	6794027	
1261	01/02/1969	03/05/2004	4320192	
1262	24/09/1980	01/03/1999	9231037	
1263	13/04/1980	14/04/1998	8845872	
1264	04/06/1974	10/06/2013	6514000	
1265	27/07/1985	28/07/2003	5595274	
1266	21/04/1978	21/07/2016	5016222	
1267	22/09/1968	03/12/2007	7411004	
1268	07/11/1985	07/11/2003	5096728	
1269	01/12/1982	06/02/2005	4646288	
1270	31/01/1965	13/06/2013	7952797	
1271	02/09/1963	31/10/1994	5146417	
1272	26/04/1980	27/04/1998	7120946	
1273	16/02/1965	28/05/2014	8722381	
1274	10/04/1983	09/04/2001	8688834	
1275	04/09/1981	02/10/2004	4429186	
1276	20/04/1971	25/07/1997	5780624	
1277	24/11/1981	16/06/2013	8461368	
1278	27/04/1975	31/05/1999	8378263	
1279	25/06/1978	24/10/2006	5978183	
1280	27/08/1967	11/12/1990	9041216	
1281	03/07/1964	27/03/1993	3670990	
1282	19/11/1975	18/09/2004	6587124	
1283	02/04/1985	17/09/2008	5385326	
1284	13/06/1966	16/07/1993	7295910	
1285	14/06/1973	22/07/2010	6610158	
1286	14/07/1986	03/06/2005	8699816	
1287	12/08/1981	13/08/1999	9146831	
1288	20/07/1979	20/12/2015	8521880	
1289	11/11/1966	27/01/2000	4770204	
1290	13/03/1965	29/05/1998	4825349	
1291	29/05/1964	05/01/2015	4194462	
1292	09/12/1985	10/12/2003	8936532	
1293	11/08/1980	11/08/1998	9156133	
1294	15/05/1984	16/05/2002	4203590	
1295	18/03/1969	29/10/1997	6926778	
1296	20/10/1971	26/07/2000	7153759	
1297	22/03/1964	18/03/1996	8067873	
1298	25/01/1964	08/11/2003	5111517	
1299	04/08/1963	19/12/2007	5740384	
1300	05/05/1977	06/05/1995	7840185	
1301	07/07/1974	11/01/2012	6381522	
1302	09/07/1978	18/12/2001	8269467	
1303	20/02/1963	19/10/2004	7061186	
1304	18/05/1988	28/04/2011	8871422	
1305	22/12/1970	24/04/2012	6330600	
1306	23/08/1975	13/11/2016	7747386	
1307	23/03/1965	06/11/2002	4875632	
1308	26/08/1969	08/01/2006	7988315	
1309	30/11/1968	15/06/1997	7787300	
1310	21/03/1989	21/03/2007	7371080	
1311	05/07/1970	08/12/1998	5761969	
1312	01/12/1985	13/06/2011	4953191	
1313	11/05/1983	11/05/2001	4043736	
1314	14/11/1979	17/02/2017	8628464	
1315	21/03/1984	15/01/2004	7421493	
